job_title,Company,Company_Location,Post On,Job_link
Shopify & WordPress Developer,Edyssa,"Islamabad, Islāmābād, Pakistan",4 days ago,https://pk.linkedin.com/jobs/view/shopify-wordpress-developer-at-edyssa-3530131777?refId=Ez3zGUE6i9xRMOU9hQ2v3Q%3D%3D&trackingId=2J%2FaivQQOEmppYN4zl0pZA%3D%3D&position=17&pageNum=10&trk=public_jobs_jserp-result_search-card
Manager Client Data Services,Afiniti,"Islamabad, Islāmābād, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/manager-client-data-services-at-afiniti-3406889379?refId=Ez3zGUE6i9xRMOU9hQ2v3Q%3D%3D&trackingId=xh7DKv8Mxq9ukZBbLI76lg%3D%3D&position=18&pageNum=10&trk=public_jobs_jserp-result_search-card
DevOps Engineer,SocialPie Pvt. Ltd.,"Karāchi, Sindh, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/devops-engineer-at-socialpie-pvt-ltd-3524621996?refId=Ez3zGUE6i9xRMOU9hQ2v3Q%3D%3D&trackingId=o5BmGxpE%2BrRl80mvgvX6Rg%3D%3D&position=19&pageNum=10&trk=public_jobs_jserp-result_search-card
Odoo developer,Galaxy Solutions itc,"Lahore, Punjab, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/odoo-developer-at-galaxy-solutions-itc-3520756045?refId=Ez3zGUE6i9xRMOU9hQ2v3Q%3D%3D&trackingId=7d87XHELSFSfWec9VRvtvw%3D%3D&position=20&pageNum=10&trk=public_jobs_jserp-result_search-card
"API / Data Engineer (Python, PosgreSQL, API's, AWS)",Turing,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/api-data-engineer-python-posgresql-api-s-aws-at-turing-3515763035?refId=Ez3zGUE6i9xRMOU9hQ2v3Q%3D%3D&trackingId=YlwNAeYPjWfRBaisFpFHtA%3D%3D&position=21&pageNum=10&trk=public_jobs_jserp-result_search-card
Senior Analytics Engineer I (Pro-active Pipeline),Jazz,"Islamabad, Islāmābād, Pakistan",1 month ago,https://pk.linkedin.com/jobs/view/senior-analytics-engineer-i-pro-active-pipeline-at-jazz-3495979881?refId=Ez3zGUE6i9xRMOU9hQ2v3Q%3D%3D&trackingId=gLwKfAl1iO%2B7JLqt0Zg2zw%3D%3D&position=22&pageNum=10&trk=public_jobs_jserp-result_search-card
Manager Client Data Services,Afiniti,"Karachi Division, Sindh, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/manager-client-data-services-at-afiniti-3406887451?refId=Ez3zGUE6i9xRMOU9hQ2v3Q%3D%3D&trackingId=n5dFga%2B0w9urPwNh0dg0OA%3D%3D&position=23&pageNum=10&trk=public_jobs_jserp-result_search-card
Drupal Developer,Cloud Enterprise Business Solutions (CEBS),"Islamabad, Islāmābād, Pakistan",4 days ago,https://pk.linkedin.com/jobs/view/drupal-developer-at-cloud-enterprise-business-solutions-cebs-3531967857?refId=Ez3zGUE6i9xRMOU9hQ2v3Q%3D%3D&trackingId=w7MPLXUb8IGFVrdwdB5dXA%3D%3D&position=24&pageNum=10&trk=public_jobs_jserp-result_search-card
Senior SQL Developer,Turing,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/senior-sql-developer-at-turing-3515763416?refId=Ez3zGUE6i9xRMOU9hQ2v3Q%3D%3D&trackingId=BXb5pNs0aRYBlTWXoj7Uhw%3D%3D&position=25&pageNum=10&trk=public_jobs_jserp-result_search-card
Ingeniero de Datos,Turing,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/ingeniero-de-datos-at-turing-3527017245?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=qADpI%2BU0rfSaKttNSsYFww%3D%3D&position=1&pageNum=11&trk=public_jobs_jserp-result_search-card
Unity Developer,AXONDEV LLC,"Lahore, Punjab, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/unity-developer-at-axondev-llc-3528150695?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=FghN6QdIWbOk0kNFp3356g%3D%3D&position=2&pageNum=11&trk=public_jobs_jserp-result_search-card
WordPress Backend Developer,Brand786,"Lahore, Punjab, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/wordpress-backend-developer-at-brand786-3526748302?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=WdBHHrWGZ%2FzWVlVUgGglKQ%3D%3D&position=3&pageNum=11&trk=public_jobs_jserp-result_search-card
BE Shopify Developer,Integriti,"Lahore, Punjab, Pakistan",16 hours ago,https://pk.linkedin.com/jobs/view/be-shopify-developer-at-integriti-3533720548?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=8R1Q3xTipA5B6Fe7FMO9og%3D%3D&position=4&pageNum=11&trk=public_jobs_jserp-result_search-card
Unity Developer,NESL-IT (SMC) PVT LTD,"Rawalpindi, Punjab, Pakistan",6 days ago,https://pk.linkedin.com/jobs/view/unity-developer-at-nesl-it-smc-pvt-ltd-3529838790?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=XIDLpBb5hznQ%2BdDa%2FmjbIA%3D%3D&position=5&pageNum=11&trk=public_jobs_jserp-result_search-card
Cloud Engineer,Whetstonez Technologies,"Lahore District, Punjab, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/cloud-engineer-at-whetstonez-technologies-3523471483?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=P799SlhcRH7Q6NhcLxIBXA%3D%3D&position=6&pageNum=11&trk=public_jobs_jserp-result_search-card
Ionic Developer,Lighthouse Pakistan,"Islamabad, Islāmābād, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/ionic-developer-at-lighthouse-pakistan-3522887587?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=GWU9m%2FECZ%2BA7BbP1XnnAOA%3D%3D&position=7&pageNum=11&trk=public_jobs_jserp-result_search-card
"Integration Engineer, Totogi (Remote) - $60,000/year USD",Crossover,"Karāchi, Sindh, Pakistan",10 hours ago,https://pk.linkedin.com/jobs/view/integration-engineer-totogi-remote-%2460-000-year-usd-at-crossover-3533784508?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=t8BD99LKvtbUNH27BIbaqA%3D%3D&position=8&pageNum=11&trk=public_jobs_jserp-result_search-card
Manager Client Data Services,Afiniti,"Lahore, Punjab, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/manager-client-data-services-at-afiniti-3406886561?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=81Z4fDoR67pgAglLCO2WtQ%3D%3D&position=9&pageNum=11&trk=public_jobs_jserp-result_search-card
Unity Developer,Mobile Nation Studio,"Lahore District, Punjab, Pakistan",6 days ago,https://pk.linkedin.com/jobs/view/unity-developer-at-mobile-nation-studio-3529840304?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=Z2jhnrWpPHLSCKvhaGv0FQ%3D%3D&position=10&pageNum=11&trk=public_jobs_jserp-result_search-card
System Programmer,Arbaz Enterprises,"Karāchi, Sindh, Pakistan",6 days ago,https://pk.linkedin.com/jobs/view/system-programmer-at-arbaz-enterprises-3525202624?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=Twc6Psc1S4vToe%2B872SMpw%3D%3D&position=11&pageNum=11&trk=public_jobs_jserp-result_search-card
Wordpress Developer,Alfa Origin SMC Private Limited,"Rawalpindi, Punjab, Pakistan",6 days ago,https://pk.linkedin.com/jobs/view/wordpress-developer-at-alfa-origin-smc-private-limited-3505350309?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=2xkJgV%2Bu5t%2BIJPYP04jrBg%3D%3D&position=12&pageNum=11&trk=public_jobs_jserp-result_search-card
Quality Assurance Analyst,Broken Diamond,"Islamabad, Islāmābād, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/quality-assurance-analyst-at-broken-diamond-3515738834?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=uatxhGwneTDrE8LXVa9mhQ%3D%3D&position=13&pageNum=11&trk=public_jobs_jserp-result_search-card
Odoo Developer,ERP Vision,"Lahore, Punjab, Pakistan",2 weeks ago,https://pk.linkedin.com/jobs/view/odoo-developer-at-erp-vision-3507665287?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=cHJW%2BF1yiRG3JoLVKKOZeg%3D%3D&position=14&pageNum=11&trk=public_jobs_jserp-result_search-card
Ruby Developer( Data Mining),AgileKode,"Lahore, Punjab, Pakistan",1 day ago,https://pk.linkedin.com/jobs/view/ruby-developer-data-mining-at-agilekode-3531693206?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=q3QOoyMcMBymZiBGR2hpAw%3D%3D&position=15&pageNum=11&trk=public_jobs_jserp-result_search-card
DevSecOps Engineer with Cloud Architecture Experience,ArcPoint Global,Pakistan,1 week ago,https://pk.linkedin.com/jobs/view/devsecops-engineer-with-cloud-architecture-experience-at-arcpoint-global-3524614311?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=oMElPzgj3mTEcKOYgfMLAg%3D%3D&position=16&pageNum=11&trk=public_jobs_jserp-result_search-card
API Developer,Digital Interactive Development Solution,"Lahore, Punjab, Pakistan",2 weeks ago,https://pk.linkedin.com/jobs/view/api-developer-at-digital-interactive-development-solution-3507643541?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=nIWZxgBYTKZ%2FXilKZKN8sQ%3D%3D&position=17&pageNum=11&trk=public_jobs_jserp-result_search-card
Lead/Sr./DS II Data Scientist (Decisioning) R&D,Afiniti,"Islamabad, Islāmābād, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/lead-sr-ds-ii-data-scientist-decisioning-r-d-at-afiniti-3497883864?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=V3SsI7NgXbfpjnWAAG%2Fg1Q%3D%3D&position=18&pageNum=11&trk=public_jobs_jserp-result_search-card
Senior VDI Engineer,Afiniti,"Islamabad, Islāmābād, Pakistan",3 days ago,https://pk.linkedin.com/jobs/view/senior-vdi-engineer-at-afiniti-3320689658?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=hepj4XaDXTG2f%2Fb%2FliU8jQ%3D%3D&position=19&pageNum=11&trk=public_jobs_jserp-result_search-card
Unity Developer,ThinkBigGameStudios,"Lahore, Punjab, Pakistan",4 days ago,https://pk.linkedin.com/jobs/view/unity-developer-at-thinkbiggamestudios-3530128046?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=NEBvdNWwyUsZOkC1AJnxPQ%3D%3D&position=20&pageNum=11&trk=public_jobs_jserp-result_search-card
Cloud Engineer,"dinCloud Pakistan, An ATSG Company","Islamabad, Islāmābād, Pakistan",3 weeks ago,https://pk.linkedin.com/jobs/view/cloud-engineer-at-dincloud-pakistan-an-atsg-company-3494318147?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=gygpdYcVEAbAsfC1iNG7QQ%3D%3D&position=21&pageNum=11&trk=public_jobs_jserp-result_search-card
Linux Engineer,xint Solutions,"Lahore, Punjab, Pakistan",2 weeks ago,https://pk.linkedin.com/jobs/view/linux-engineer-at-xint-solutions-3504180849?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=nWoJGKjvN0btPszaprgkiw%3D%3D&position=22&pageNum=11&trk=public_jobs_jserp-result_search-card
Oracle Apex Developer,Orbit Consulting,"Rawalpindi, Punjab, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/oracle-apex-developer-at-orbit-consulting-3516229814?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=5o8OpAZcZdLFGKqLe6NmDg%3D%3D&position=23&pageNum=11&trk=public_jobs_jserp-result_search-card
ODOO Developer,ZEAPP360,"Karāchi, Sindh, Pakistan",2 weeks ago,https://pk.linkedin.com/jobs/view/odoo-developer-at-zeapp360-3505923792?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=8oQYYL8fwnar4QeTqJyinQ%3D%3D&position=24&pageNum=11&trk=public_jobs_jserp-result_search-card
ServiceNow Developer,Afiniti,"Islamabad, Islāmābād, Pakistan",2 days ago,https://pk.linkedin.com/jobs/view/servicenow-developer-at-afiniti-3412247195?refId=evZeh952rl2CuhaKc1zCzg%3D%3D&trackingId=jQTS3yLyM49dYABofdFFRg%3D%3D&position=25&pageNum=11&trk=public_jobs_jserp-result_search-card
AWS Engineer,Golootlo,"Karāchi, Sindh, Pakistan",1 day ago,https://pk.linkedin.com/jobs/view/aws-engineer-at-golootlo-3532015591?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=ODyk3CLZOilsVRIple4DrQ%3D%3D&position=1&pageNum=12&trk=public_jobs_jserp-result_search-card
Senior Growth Hacker,PureSquare,Pakistan,3 weeks ago,https://pk.linkedin.com/jobs/view/senior-growth-hacker-at-puresquare-3500374997?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=Jhqqm%2Bx4OD%2BGwEUAVFmP%2Bg%3D%3D&position=2&pageNum=12&trk=public_jobs_jserp-result_search-card
Python Developer,Programmers Force,"Lahore, Punjab, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/python-developer-at-programmers-force-3528129204?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=01AJT7zNNYXcfAb6EHcIwA%3D%3D&position=3&pageNum=12&trk=public_jobs_jserp-result_search-card
HTML5 Developer,AppCake,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/html5-developer-at-appcake-3508052393?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=kFA6QOa4Awfdh51lF9ioIQ%3D%3D&position=4&pageNum=12&trk=public_jobs_jserp-result_search-card
Solutions Engineer,i2c Inc.,"Lahore, Punjab, Pakistan",2 weeks ago,https://pk.linkedin.com/jobs/view/solutions-engineer-at-i2c-inc-3504131101?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=RJza6oYPhNjE2RHjgAo5Sw%3D%3D&position=5&pageNum=12&trk=public_jobs_jserp-result_search-card
Salesforce Developer,Skylinx Technologies,"Lahore, Punjab, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/salesforce-developer-at-skylinx-technologies-3517164620?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=KCR0To36TXGMWVZfP2rPWA%3D%3D&position=6&pageNum=12&trk=public_jobs_jserp-result_search-card
IT Business Analyst,TekRevol,"Karāchi, Sindh, Pakistan",1 month ago,https://pk.linkedin.com/jobs/view/it-business-analyst-at-tekrevol-3496110955?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=YuB3V1n9SGdOKcZZ6%2BFkvg%3D%3D&position=7&pageNum=12&trk=public_jobs_jserp-result_search-card
Senior VDI Engineer,Afiniti,"Lahore, Punjab, Pakistan",4 days ago,https://pk.linkedin.com/jobs/view/senior-vdi-engineer-at-afiniti-3320692306?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=N0Ymnpj1UjoYsLW0BPmhVg%3D%3D&position=8&pageNum=12&trk=public_jobs_jserp-result_search-card
Data Scientist II,Afiniti,"Karachi Division, Sindh, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/data-scientist-ii-at-afiniti-3379061101?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=hu3bGdKSi0YOHCtBdRkczA%3D%3D&position=9&pageNum=12&trk=public_jobs_jserp-result_search-card
Senior Cloud Data Engineer - Big Data/ETL,Xgrid.co,"Islamabad, Islāmābād, Pakistan",1 month ago,https://pk.linkedin.com/jobs/view/senior-cloud-data-engineer-big-data-etl-at-xgrid-co-3497825195?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=zxYJ5ZZbT5q4fNOljwFrFw%3D%3D&position=10&pageNum=12&trk=public_jobs_jserp-result_search-card
Ingeniero de Datos,Turing,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/ingeniero-de-datos-at-turing-3527015522?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=ogxcmgEbC00T5TEZcBGtaQ%3D%3D&position=11&pageNum=12&trk=public_jobs_jserp-result_search-card
Ingeniero de Datos,Turing,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/ingeniero-de-datos-at-turing-3527012680?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=WuYz4vDfIpjAswQbGa6MIQ%3D%3D&position=12&pageNum=12&trk=public_jobs_jserp-result_search-card
Data Scientist II,Afiniti,"Karachi Division, Sindh, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/data-scientist-ii-at-afiniti-3376291379?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=aJGkQe3jMw8Dq0UkQ11Ukw%3D%3D&position=13&pageNum=12&trk=public_jobs_jserp-result_search-card
Shopify & WordPress Developer,Weaverex,"Faisalabad, Punjab, Pakistan",3 days ago,https://pk.linkedin.com/jobs/view/shopify-wordpress-developer-at-weaverex-3530454488?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=%2BYvBigZzM%2Fj14DiUR%2FVjFw%3D%3D&position=14&pageNum=12&trk=public_jobs_jserp-result_search-card
Data Scientist,Tajir,"Lahore, Punjab, Pakistan",1 month ago,https://pk.linkedin.com/jobs/view/data-scientist-at-tajir-3488437983?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=HxYtRObqlQ1dlQCithkzzA%3D%3D&position=15&pageNum=12&trk=public_jobs_jserp-result_search-card
Data Scientist II,Afiniti,"Karachi Division, Sindh, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/data-scientist-ii-at-afiniti-3407509330?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=I%2Bmgnp2TF37P%2BLwV2gJlhg%3D%3D&position=16&pageNum=12&trk=public_jobs_jserp-result_search-card
Ingeniero de Datos,Turing,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/ingeniero-de-datos-at-turing-3527016344?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=AcC5D9kVujlVgVRQVJMzqg%3D%3D&position=17&pageNum=12&trk=public_jobs_jserp-result_search-card
Lead/Sr./DS II Data Scientist (Decisioning) R&D,Afiniti,"Karachi Division, Sindh, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/lead-sr-ds-ii-data-scientist-decisioning-r-d-at-afiniti-3497886415?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=I3d9t989gB5SPLp4SPBWJQ%3D%3D&position=18&pageNum=12&trk=public_jobs_jserp-result_search-card
Cloud Engineer III,S&P Global,"Islamabad, Islāmābād, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/cloud-engineer-iii-at-s-p-global-3484967503?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=yQhPTKgFNyONvXFCYuAjug%3D%3D&position=19&pageNum=12&trk=public_jobs_jserp-result_search-card
Blockchain Developer,Vizz Web Solutions,"Islāmābād, Pakistan",20 hours ago,https://pk.linkedin.com/jobs/view/blockchain-developer-at-vizz-web-solutions-3533535166?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=qNCJ1o4%2F0mWGK6KLbmw0Fg%3D%3D&position=20&pageNum=12&trk=public_jobs_jserp-result_search-card
Ingeniero de Datos,Turing,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/ingeniero-de-datos-at-turing-3527016343?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=CRN5lcRMGPAyrjXScMri8Q%3D%3D&position=21&pageNum=12&trk=public_jobs_jserp-result_search-card
Data Scientist II,Afiniti,"Lahore, Punjab, Pakistan",4 days ago,https://pk.linkedin.com/jobs/view/data-scientist-ii-at-afiniti-3407511212?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=M8XFQXF%2BolxwrURepOujjQ%3D%3D&position=22&pageNum=12&trk=public_jobs_jserp-result_search-card
Digital Growth Analyst,IC,"Karāchi, Sindh, Pakistan",2 days ago,https://pk.linkedin.com/jobs/view/digital-growth-analyst-at-ic-3535690231?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=RQqLt2X60VHayBfwIS%2BRFw%3D%3D&position=23&pageNum=12&trk=public_jobs_jserp-result_search-card
Webflow Developer,PackageX,"Islamabad, Islāmābād, Pakistan",15 hours ago,https://pk.linkedin.com/jobs/view/webflow-developer-at-packagex-3531741869?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=3yJmN51O%2Bz5isErHqV3vZA%3D%3D&position=24&pageNum=12&trk=public_jobs_jserp-result_search-card
Data Scientist II,Afiniti,"Karachi Division, Sindh, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/data-scientist-ii-at-afiniti-3497159091?refId=lpey3lqO14bmj4E0kXNotw%3D%3D&trackingId=ITXdJONwD1TcGj4yR6kHFg%3D%3D&position=25&pageNum=12&trk=public_jobs_jserp-result_search-card
Ingénieur Système Expert Windows H/F,Inetum,"Karāchi, Sindh, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/ing%C3%A9nieur-syst%C3%A8me-expert-windows-h-f-at-inetum-3085639901?refId=bozQR1XdPmzRnOfvyZrNnQ%3D%3D&trackingId=KMoyz4bMh785WDd8ZsQn4w%3D%3D&position=1&pageNum=13&trk=public_jobs_jserp-result_search-card
HubSpot/CRM Developer,BAT,"Lahore, Punjab, Pakistan",2 weeks ago,https://pk.linkedin.com/jobs/view/hubspot-crm-developer-at-bat-3517382528?refId=bozQR1XdPmzRnOfvyZrNnQ%3D%3D&trackingId=Tkn%2B8n3xitQA%2Fvtb4QUwmg%3D%3D&position=2&pageNum=13&trk=public_jobs_jserp-result_search-card
SQA Engineer (Manual),Nextbridge Ltd.,"Lahore, Punjab, Pakistan",1 month ago,https://pk.linkedin.com/jobs/view/sqa-engineer-manual-at-nextbridge-ltd-3487907405?refId=bozQR1XdPmzRnOfvyZrNnQ%3D%3D&trackingId=WCWN0Hkj9EpJCeTGS%2FOrBA%3D%3D&position=3&pageNum=13&trk=public_jobs_jserp-result_search-card
Senior Salesforce Developer,Contour Software,"Lahore, Punjab, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/senior-salesforce-developer-at-contour-software-3524299763?refId=bozQR1XdPmzRnOfvyZrNnQ%3D%3D&trackingId=Va6ARZdUgt3Y1opsh1uMzg%3D%3D&position=4&pageNum=13&trk=public_jobs_jserp-result_search-card
Data Scientist II,Afiniti,"Islamabad, Islāmābād, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/data-scientist-ii-at-afiniti-3376287980?refId=bozQR1XdPmzRnOfvyZrNnQ%3D%3D&trackingId=Kple2GmiyF7UP%2FQtcu2L9w%3D%3D&position=5&pageNum=13&trk=public_jobs_jserp-result_search-card
Data Scientist II,Afiniti,"Lahore, Punjab, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/data-scientist-ii-at-afiniti-3376287978?refId=bozQR1XdPmzRnOfvyZrNnQ%3D%3D&trackingId=6O6OJH9jqbSHY%2BIAsggCGg%3D%3D&position=6&pageNum=13&trk=public_jobs_jserp-result_search-card
Salesforce Developer,PureLogics,"Lahore, Punjab, Pakistan",1 day ago,https://pk.linkedin.com/jobs/view/salesforce-developer-at-purelogics-3533268971?refId=bozQR1XdPmzRnOfvyZrNnQ%3D%3D&trackingId=hvl09HLcJG8r5Bbkf%2FCdDw%3D%3D&position=7&pageNum=13&trk=public_jobs_jserp-result_search-card
Desarrollador Power BI,Turing,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/desarrollador-power-bi-at-turing-3527018201?refId=bozQR1XdPmzRnOfvyZrNnQ%3D%3D&trackingId=hvnknTbmVL8M4M85sNTrXg%3D%3D&position=8&pageNum=13&trk=public_jobs_jserp-result_search-card
Data Scientist II,Afiniti,"Lahore, Punjab, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/data-scientist-ii-at-afiniti-3379060370?refId=bozQR1XdPmzRnOfvyZrNnQ%3D%3D&trackingId=VgXLXGNYJU7QFFblF2H51w%3D%3D&position=9&pageNum=13&trk=public_jobs_jserp-result_search-card
Windows Application Developer,Gaditek,"Karāchi, Sindh, Pakistan",4 weeks ago,https://pk.linkedin.com/jobs/view/windows-application-developer-at-gaditek-3491724960?refId=bozQR1XdPmzRnOfvyZrNnQ%3D%3D&trackingId=e7eOlkW7SaF5VYzL%2FVtSwA%3D%3D&position=10&pageNum=13&trk=public_jobs_jserp-result_search-card
Solutions Engineer,i2c Inc.,"Lahore, Punjab, Pakistan",2 weeks ago,https://pk.linkedin.com/jobs/view/solutions-engineer-at-i2c-inc-3508768012?refId=bozQR1XdPmzRnOfvyZrNnQ%3D%3D&trackingId=MxTYpKPcW5CYePa1wwh35A%3D%3D&position=11&pageNum=13&trk=public_jobs_jserp-result_search-card
Internship - Software Test Engineer,Howmuch,"Lahore, Punjab, Pakistan",1 month ago,https://pk.linkedin.com/jobs/view/internship-software-test-engineer-at-howmuch-3520747716?refId=bozQR1XdPmzRnOfvyZrNnQ%3D%3D&trackingId=54IyXU7NUtZ2lP3GpN1Pww%3D%3D&position=12&pageNum=13&trk=public_jobs_jserp-result_search-card
Data Scientist II,Afiniti,"Lahore, Punjab, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/data-scientist-ii-at-afiniti-3497157435?refId=bozQR1XdPmzRnOfvyZrNnQ%3D%3D&trackingId=17WdFsy4AqSe%2B76Lmo8xNg%3D%3D&position=13&pageNum=13&trk=public_jobs_jserp-result_search-card
Front End Engineer,Beam,"Karāchi, Sindh, Pakistan",1 month ago,https://pk.linkedin.com/jobs/view/front-end-engineer-at-beam-3531315523?refId=bozQR1XdPmzRnOfvyZrNnQ%3D%3D&trackingId=m2hXB8N%2FTSVjh83TlVXNOA%3D%3D&position=14&pageNum=13&trk=public_jobs_jserp-result_search-card
Data Scientist II,Afiniti,"Islamabad, Islāmābād, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/data-scientist-ii-at-afiniti-3407509333?refId=bozQR1XdPmzRnOfvyZrNnQ%3D%3D&trackingId=bHnFhVMW%2BBLdh5tR6udq8w%3D%3D&position=15&pageNum=13&trk=public_jobs_jserp-result_search-card
